gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,is_new_customer,CLV,avg_service_cost,high_risk_flag,churn_probability,segment,segment_names
0,0,1,0,71,1,1,2,1,1,1,1,1,1,2,1,2,116.1,8310.55,0,3,7,0,8243.1,14.5125,0,0.045186975943890685,0,Champions
1,0,0,0,53,1,1,2,0,1,1,0,1,1,2,0,0,105.55,5682.25,0,3,5,0,5594.15,17.591666666666665,0,0.1891404498531169,0,Champions
1,0,0,0,12,1,0,2,1,0,0,1,1,1,0,1,2,98.9,1120.95,1,0,5,1,1186.8000000000002,16.483333333333334,1,0.7542436379466044,1,At Risk
0,0,1,0,50,1,1,2,1,1,0,0,0,1,0,1,3,94.4,4914.9,0,3,4,0,4720.0,18.880000000000003,0,0.29283724028874336,0,Champions
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,19.5,27.55,0,0,1,1,39.0,9.75,1,0.3060977343898364,2,Fence Sitters
1,0,0,0,9,1,1,2,0,0,1,0,1,1,0,0,3,98.3,923.5,1,0,4,1,884.6999999999999,19.66,1,0.8329661587885331,1,At Risk
0,0,0,0,17,1,0,2,1,0,0,0,1,1,0,0,0,93.85,1625.65,1,1,4,0,1595.4499999999998,18.77,0,0.8056567493820579,1,At Risk
1,0,1,0,56,1,0,2,1,1,1,0,1,1,1,1,3,105.6,6068.65,0,3,6,0,5913.599999999999,15.085714285714284,0,0.22251794684574933,0,Champions
0,0,1,1,67,1,0,1,1,1,1,0,1,1,2,0,3,81.35,5398.6,0,3,6,0,5450.45,11.62142857142857,0,0.031643969170617084,0,Champions
0,1,0,0,9,1,1,2,0,0,1,0,1,1,0,1,0,100.5,918.6,1,0,4,1,904.5,20.1,1,0.8811136049395238,1,At Risk
0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,1,0,56.4,234.85,0,0,2,1,225.6,18.8,1,0.8192654003569523,1,At Risk
0,0,0,0,19,1,0,1,0,1,0,1,0,1,1,1,2,65.35,1231.85,0,1,4,0,1241.65,13.07,0,0.0804403219096556,0,Champions
1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,1,19.95,170.9,0,0,1,1,159.6,9.975,1,0.1557286395580587,2,Fence Sitters
1,0,0,0,71,1,1,2,0,1,1,1,1,1,2,1,0,111.25,7984.15,0,3,6,0,7898.75,15.892857142857142,0,0.11682951026597191,0,Champions
0,1,0,0,10,1,0,2,0,1,0,0,0,0,0,1,0,72.85,688.65,1,0,2,1,728.5,24.28333333333333,1,0.7264876955082757,1,At Risk
1,1,0,0,15,1,1,2,0,1,0,0,1,0,0,0,3,89.0,1288.3,0,1,3,0,1335.0,22.25,0,0.5512610037594479,1,At Risk
0,0,1,1,72,1,1,2,1,0,1,0,1,1,1,1,2,106.1,7848.5,0,3,5,0,7639.2,17.683333333333334,0,0.19133177717175665,0,Champions
0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,3,20.05,267.0,0,0,1,1,240.6,10.025,0,0.0510012053267825,2,Fence Sitters
0,0,1,1,72,1,1,0,0,0,0,0,0,0,2,1,2,25.2,1798.9,0,3,1,0,1814.4,12.6,0,0.007574912114034209,2,Fence Sitters
0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,73.55,73.55,1,0,1,1,73.55,36.775,1,0.875505457370776,1,At Risk
1,1,0,0,23,1,0,2,1,0,0,0,0,0,0,1,2,75.4,1643.55,0,1,2,0,1734.2,25.133333333333336,0,0.2501107882788477,1,At Risk
0,0,0,0,72,0,0,1,1,1,1,1,1,1,2,1,2,65.55,4807.45,0,3,6,0,4719.599999999999,9.364285714285714,0,0.010505014915228275,0,Champions
1,0,0,0,26,1,1,2,0,0,1,0,0,0,0,1,0,80.7,2193.0,0,2,2,0,2098.2000000000003,26.9,0,0.5506278371712233,1,At Risk
1,0,0,0,21,1,0,2,0,1,1,1,1,1,1,1,1,104.55,2239.4,0,1,6,0,2195.55,14.935714285714283,0,0.28012789988794334,0,Champions
0,0,1,0,60,1,1,0,0,0,0,0,0,0,1,0,2,24.15,1505.9,0,3,1,0,1449.0,12.075,0,0.04906007597975946,2,Fence Sitters
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,20.45,255.35,0,0,1,1,245.4,10.225,1,0.2469310699134934,2,Fence Sitters
0,0,1,0,16,1,1,2,0,0,0,0,0,0,0,1,0,75.4,1189.4,0,1,1,0,1206.4,37.7,0,0.768112918454549,1,At Risk
1,0,1,0,63,1,1,1,1,1,0,0,1,1,1,1,3,79.7,4786.15,0,3,5,0,5021.1,13.283333333333331,0,0.1408337246007919,0,Champions
1,1,0,0,22,1,0,2,1,1,0,0,0,0,0,0,0,81.7,1820.9,0,1,3,0,1797.4,20.425,0,0.3889339483942214,1,At Risk
1,0,1,1,32,1,0,1,1,1,1,1,0,1,0,0,2,76.3,2404.15,0,2,6,0,2441.6,10.9,0,0.15202510857383236,0,Champions
1,1,0,0,3,1,1,2,0,1,0,0,0,0,0,1,0,79.4,205.05,1,0,2,1,238.2,26.46666666666667,1,0.7429831302084945,1,At Risk
1,0,0,0,13,1,0,2,0,1,1,0,0,0,0,1,0,81.15,952.3,1,1,3,0,1054.95,20.2875,0,0.747688230502576,1,At Risk
1,0,1,1,68,1,1,2,0,1,0,1,1,1,2,1,3,103.75,7039.45,0,3,5,0,7055.0,17.291666666666668,0,0.07511190465589682,0,Champions
1,0,1,1,30,1,0,2,0,0,1,0,0,1,1,0,0,86.45,2538.05,0,2,3,0,2593.5,21.6125,0,0.12959618269280376,0,Champions
1,0,0,0,16,1,0,2,0,1,0,0,0,0,0,0,2,75.1,1212.85,0,1,2,0,1201.6,25.03333333333333,0,0.4604127898931373,1,At Risk
0,0,0,0,33,1,0,2,0,1,0,1,0,0,2,0,2,80.6,2651.1,0,2,3,0,2659.8,20.15,0,0.0493865385329467,0,Champions
0,0,1,0,72,1,0,0,0,0,0,0,0,0,2,0,3,19.3,1304.8,0,3,1,0,1389.6,9.65,0,0.0065349793722265384,2,Fence Sitters
1,1,0,0,4,1,1,2,0,0,0,0,0,1,0,1,0,84.6,360.1,1,0,2,1,338.4,28.2,1,0.8593685871901895,1,At Risk
1,0,0,0,12,0,0,1,1,0,0,1,0,0,1,1,1,33.6,435.45,0,0,2,1,403.2000000000001,11.2,0,0.11384901518288794,2,Fence Sitters
1,1,1,0,4,1,1,2,0,0,0,0,1,0,0,1,0,83.25,308.05,0,0,2,1,333.0,27.75,1,0.7825538797199084,1,At Risk
1,0,0,0,6,1,1,2,1,0,0,0,0,0,0,1,0,79.05,434.5,1,0,2,1,474.3,26.35,1,0.427163204122487,1,At Risk
1,0,1,0,65,1,1,2,0,1,1,1,1,1,1,1,3,108.05,7118.9,0,3,6,0,7023.25,15.435714285714283,0,0.22525801718944233,0,Champions
1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,19.9,320.45,0,1,1,0,298.5,9.95,0,0.23654881944725695,2,Fence Sitters
1,0,0,1,24,1,0,0,0,0,0,0,0,0,1,0,2,21.05,531.55,0,1,1,0,505.2000000000001,10.525,0,0.029883775672641576,2,Fence Sitters
1,0,0,1,13,0,0,1,0,1,0,0,0,0,0,0,0,30.15,382.2,0,1,1,0,391.95,15.075,0,0.1968250052638535,2,Fence Sitters
0,0,0,0,24,1,0,2,0,0,0,0,0,1,0,1,3,79.85,2001.0,0,1,2,0,1916.4,26.616666666666664,0,0.5572990032791045,1,At Risk
1,0,1,0,72,0,0,1,1,1,1,1,1,1,2,0,2,65.5,4919.7,0,3,6,0,4716.0,9.357142857142858,0,0.009767320140137014,0,Champions
1,0,1,1,54,1,1,2,1,1,0,0,1,1,0,1,2,104.1,5645.8,0,3,5,0,5621.4,17.349999999999998,0,0.27111716296516325,0,Champions
1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,2,74.4,215.8,1,0,1,1,223.2,37.2,1,0.8206996176553514,1,At Risk
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,20.5,77.6,0,0,1,1,82.0,10.25,1,0.1626494863931176,2,Fence Sitters
1,1,1,1,32,1,1,2,0,0,1,0,1,0,0,1,1,91.35,2896.55,0,2,3,0,2923.2,22.8375,0,0.3693633624200744,0,Champions
0,1,0,0,35,1,1,2,0,0,1,0,1,1,0,1,0,99.05,3395.8,1,2,4,0,3466.75,19.81,0,0.8595174311695907,1,At Risk
0,0,1,1,35,1,0,0,0,0,0,0,0,0,2,0,2,20.5,759.35,0,2,1,0,717.5,10.25,0,0.011622452124998666,2,Fence Sitters
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,44.95,85.15,1,0,1,1,89.9,22.475,1,0.7612232299295214,1,At Risk
1,0,0,0,8,1,0,2,0,1,0,0,0,0,0,0,0,75.6,535.55,0,0,2,1,604.8,25.2,1,0.5878122684752454,1,At Risk
0,0,0,0,22,1,0,1,1,0,0,1,0,0,0,0,1,55.1,1253.15,0,1,3,0,1212.2,13.775,0,0.15015592027745472,2,Fence Sitters
1,0,0,0,15,1,0,1,1,0,1,1,0,0,0,0,0,58.95,955.15,0,1,4,0,884.25,11.79,0,0.2318820623701076,1,At Risk
0,0,0,0,22,1,1,2,0,0,0,0,1,1,0,1,0,95.1,2162.6,0,1,3,0,2092.2,23.775,0,0.8578798327595792,1,At Risk
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,44.7,44.7,1,0,1,1,44.7,22.35,1,0.5326714347712678,1,At Risk
1,0,1,1,71,1,1,0,0,0,0,0,0,0,2,0,2,25.45,1813.35,0,3,1,0,1806.95,12.725,0,0.005921837995964435,2,Fence Sitters
0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,56.75,245.15,0,0,3,1,227.0,14.1875,1,0.5042938526994821,1,At Risk
0,0,0,0,25,1,1,1,1,1,1,1,0,1,0,0,2,81.75,2028.8,0,2,6,0,2043.75,11.678571428571429,0,0.11431167720113986,0,Champions
1,0,1,1,32,1,0,2,0,1,0,0,1,0,0,1,0,86.1,2723.75,0,2,3,0,2755.2,21.525,0,0.37820468813315106,1,At Risk
0,1,1,0,7,0,0,1,1,0,0,0,0,0,0,0,2,29.8,220.45,0,0,1,1,208.6,14.9,1,0.5696744779463104,1,At Risk
0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,1,1,20.5,365.8,0,1,1,0,348.5,10.25,0,0.05341504505010423,2,Fence Sitters
0,1,1,0,8,1,0,1,1,0,0,0,1,0,0,0,2,60.9,551.95,0,0,3,1,487.2,15.225,1,0.32699415262042497,1,At Risk
1,1,0,0,56,1,1,1,1,0,1,1,0,1,2,0,2,73.25,4054.2,0,3,5,0,4102.0,12.208333333333334,0,0.017620919716274067,0,Champions
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,45.7,45.7,1,0,1,1,45.7,22.85,1,0.8302432991172339,1,At Risk
0,1,0,0,8,1,0,2,1,0,0,1,1,1,0,0,3,100.3,832.35,1,0,5,1,802.4,16.716666666666665,1,0.6524741879191367,1,At Risk
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,19.25,112.3,1,0,1,1,134.75,9.625,1,0.35097613298268815,2,Fence Sitters
0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,20.85,60.65,0,0,1,1,62.55,10.425,1,0.2064792205698188,2,Fence Sitters
1,0,0,0,71,1,0,1,1,1,1,1,1,0,2,0,3,77.35,5550.1,0,3,6,0,5491.849999999999,11.05,0,0.010114814694501763,0,Champions
1,0,0,0,2,1,1,2,0,0,0,0,1,1,0,1,0,96.0,174.8,1,0,3,1,192.0,24.0,1,0.9393575769332765,1,At Risk
1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,90.55,90.55,1,0,3,1,90.55,22.6375,1,0.9341892157023121,1,At Risk
0,0,1,0,49,1,1,2,1,1,0,0,1,0,0,1,2,93.85,4733.1,0,3,4,0,4598.65,18.77,0,0.36356032673981115,0,Champions
0,0,0,0,58,1,0,1,0,1,1,1,1,0,2,0,2,70.1,4048.95,0,3,5,0,4065.8,11.683333333333332,0,0.017896653219015898,0,Champions
0,1,1,0,44,0,0,1,0,1,0,0,0,0,0,1,0,30.35,1359.7,1,2,1,0,1335.4,15.175,0,0.5295071471282097,2,Fence Sitters
1,0,1,1,59,1,0,1,0,1,0,1,1,1,2,1,3,75.95,4542.35,0,3,5,0,4481.05,12.658333333333331,0,0.020283307431295586,0,Champions
0,0,0,0,71,1,1,2,1,0,1,1,1,1,2,1,0,108.05,7532.15,1,3,6,0,7671.55,15.435714285714283,0,0.24990141675240857,0,Champions
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.9,69.9,1,0,1,1,69.9,34.95,1,0.9324956925473729,1,At Risk
1,0,0,0,11,1,1,2,0,0,0,0,0,0,0,0,0,75.25,888.65,0,0,1,1,827.75,37.625,1,0.7811545925256504,1,At Risk
0,1,1,0,62,1,1,2,0,1,1,0,1,1,1,1,0,103.75,6383.35,1,3,5,0,6432.5,17.291666666666668,0,0.3773162447018796,0,Champions
1,0,1,1,35,1,0,1,1,0,0,1,0,0,1,1,2,54.95,1916.0,0,2,3,0,1923.25,13.7375,0,0.043265407247521655,2,Fence Sitters
1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,19.5,413.0,0,1,1,0,390.0,9.75,0,0.13843562805603565,2,Fence Sitters
0,0,1,1,40,1,0,0,0,0,0,0,0,0,2,0,1,19.6,808.95,0,2,1,0,784.0,9.8,0,0.012398552766720822,2,Fence Sitters
1,0,0,0,39,1,0,1,1,0,0,0,0,0,1,1,0,47.85,1886.4,0,2,2,0,1866.15,15.95,0,0.07687285656967496,2,Fence Sitters
0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,86.6,86.6,1,0,2,1,86.6,28.866666666666664,1,0.9461592698901293,1,At Risk
1,0,1,1,72,1,1,0,0,0,0,0,0,0,2,0,2,23.75,1679.25,0,3,1,0,1710.0,11.875,0,0.005676872370990484,2,Fence Sitters
1,1,1,0,33,1,1,2,0,1,0,0,0,0,0,1,2,80.6,2656.5,1,2,2,0,2659.8,26.866666666666664,0,0.3898234810593031,1,At Risk
1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,2,43.8,540.95,0,0,1,1,525.5999999999999,21.9,1,0.37192432482494303,2,Fence Sitters
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,19.75,19.75,0,0,1,1,19.75,9.875,1,0.5321189474929018,2,Fence Sitters
0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,0,1,19.15,537.35,0,2,1,0,517.05,9.575,0,0.04530200935701693,2,Fence Sitters
0,0,1,1,34,1,0,0,0,0,0,0,0,0,1,0,3,19.6,678.8,0,2,1,0,666.4000000000001,9.8,0,0.0242538697329695,2,Fence Sitters
1,0,1,0,56,1,0,2,1,0,1,0,0,0,2,0,2,80.3,4513.65,0,3,3,0,4496.8,20.075,0,0.016480687489128995,0,Champions
1,0,0,0,58,1,1,0,0,0,0,0,0,0,2,0,3,24.35,1423.85,0,3,1,0,1412.3000000000002,12.175,0,0.015199602679508817,2,Fence Sitters
1,0,1,1,22,1,1,0,0,0,0,0,0,0,2,0,3,25.25,555.4,0,1,1,0,555.5,12.625,0,0.021060463450555997,2,Fence Sitters
1,0,1,1,10,1,1,0,0,0,0,0,0,0,2,0,3,26.1,225.55,0,0,1,1,261.0,13.05,0,0.03183305039228756,2,Fence Sitters
0,0,0,0,13,1,0,0,0,0,0,0,0,0,2,0,3,20.0,268.45,0,1,1,0,260.0,10.0,0,0.021653332788412423,2,Fence Sitters
1,0,0,0,35,1,1,2,0,1,0,1,0,0,0,0,3,85.3,2917.5,1,2,3,0,2985.5,21.325,0,0.37774291346249567,0,Champions
1,0,0,0,34,1,0,2,0,0,0,0,0,0,0,1,3,70.0,2416.1,1,2,1,0,2380.0,35.0,0,0.3458269328536522,2,Fence Sitters
1,1,0,0,4,1,1,2,0,0,0,0,1,1,0,1,0,94.3,424.45,1,0,3,1,377.2,23.575,1,0.8895894208637157,1,At Risk
0,0,1,0,72,1,0,0,0,0,0,0,0,0,2,0,2,20.7,1492.1,0,3,1,0,1490.4,10.35,0,0.005547032373371565,2,Fence Sitters
0,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,0,70.3,132.4,0,0,4,1,140.6,14.06,1,0.5164618146797297,1,At Risk
1,0,0,0,7,1,0,2,0,0,1,0,1,1,0,1,0,95.35,660.9,1,0,4,1,667.4499999999999,19.07,1,0.8807052037952247,1,At Risk
0,1,1,0,27,1,1,2,0,0,0,0,0,0,0,1,0,75.5,1893.95,1,2,1,0,2038.5,37.75,0,0.6311537809953764,1,At Risk
0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,1,1,69.55,284.9,0,0,1,1,278.2,34.775,1,0.7003356409924809,1,At Risk
1,0,0,0,37,1,0,0,0,0,0,0,0,0,2,0,1,19.85,784.25,0,2,1,0,734.45,9.925,0,0.019713251093224696,2,Fence Sitters
0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,20.0,417.7,0,1,1,0,420.0,10.0,0,0.1754793681687759,2,Fence Sitters
1,1,1,0,53,1,1,2,0,0,0,0,1,1,1,1,3,95.85,5016.25,0,3,3,0,5080.049999999999,23.9625,0,0.2524957640526723,0,Champions
1,0,0,0,18,1,1,2,0,0,0,1,0,1,0,1,0,90.1,1612.75,1,1,3,0,1621.8,22.525,0,0.6469237527609595,1,At Risk
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,68.95,119.75,1,0,1,1,137.9,34.475,1,0.860805920169913,1,At Risk
0,0,1,1,32,1,1,2,1,0,0,0,1,1,0,1,3,99.55,3204.65,1,2,4,0,3185.6,19.91,0,0.4367070160339365,0,Champions
0,1,1,0,23,1,0,0,0,0,0,0,0,0,1,1,0,20.75,485.2,0,1,1,0,477.25,10.375,0,0.03650886982398066,2,Fence Sitters
0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,1,50.15,160.85,0,0,2,1,150.45,16.716666666666665,1,0.465420227274798,1,At Risk
1,0,1,1,71,0,0,1,1,1,0,1,1,1,2,0,1,58.65,4145.25,0,3,5,0,4164.15,9.775,0,0.011493113670877755,0,Champions
0,0,0,0,9,1,0,2,0,0,0,1,1,1,0,1,2,95.9,827.45,0,0,4,1,863.1,19.18,1,0.7122722615552608,1,At Risk
1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,49.5,49.5,0,0,2,1,49.5,16.5,1,0.4379129266184113,1,At Risk
0,0,1,1,18,1,0,1,0,0,1,0,0,1,0,0,0,57.45,990.85,1,1,3,0,1034.1,14.3625,0,0.24540013488663592,2,Fence Sitters
0,0,1,1,12,1,0,1,0,0,0,0,0,1,1,0,3,53.65,696.35,1,0,2,1,643.8,17.883333333333333,0,0.1493268036991429,2,Fence Sitters
0,0,1,0,71,1,1,1,1,1,1,1,0,1,2,1,1,80.1,5585.4,0,3,6,0,5687.099999999999,11.44285714285714,0,0.00803586955766781,0,Champions
1,0,0,0,64,1,1,0,0,0,0,0,0,0,1,1,2,24.4,1601.2,0,3,1,0,1561.6,12.2,0,0.026674217503601855,2,Fence Sitters
0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,0,40.05,162.45,0,0,2,1,160.2,13.35,1,0.5829142212907829,1,At Risk
1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,1,19.5,470.2,0,1,1,0,448.5,9.75,0,0.13902623193049254,2,Fence Sitters
1,0,1,1,39,1,0,1,1,0,0,0,0,0,0,0,3,51.05,2066.0,0,2,2,0,1990.95,17.016666666666666,0,0.06145983566490779,2,Fence Sitters
0,0,1,0,28,1,0,1,1,0,0,1,0,0,1,0,1,54.35,1426.45,0,2,3,0,1521.8,13.5875,0,0.07121542954896352,2,Fence Sitters
1,1,0,0,5,1,0,2,0,1,0,0,1,0,0,1,0,84.7,392.5,0,0,3,1,423.5,21.175,1,0.7347531424021327,1,At Risk
1,1,1,0,45,1,0,2,0,0,1,0,0,1,0,1,0,86.1,3861.45,0,2,3,0,3874.5,21.525,0,0.5347657984692042,0,Champions
0,0,0,0,37,1,0,2,0,0,0,0,0,0,0,1,1,70.35,2552.9,0,2,1,0,2602.95,35.175,0,0.6710430491843686,1,At Risk
1,1,1,0,60,1,0,2,1,1,1,1,1,1,2,1,2,110.0,6668.35,0,3,7,0,6600.0,13.75,0,0.10728880225851051,0,Champions
0,1,0,0,8,1,1,2,0,0,1,0,1,1,0,1,0,100.6,819.4,1,0,4,1,804.8,20.12,1,0.8922053626269539,1,At Risk
1,0,0,0,47,1,1,2,1,0,1,0,1,0,1,0,3,94.9,4615.25,0,2,4,0,4460.3,18.98,0,0.2178056329430259,0,Champions
0,0,1,1,26,1,1,2,0,0,0,0,1,0,0,1,0,83.75,2070.6,1,2,2,0,2177.5,27.916666666666668,0,0.6297126357785862,1,At Risk
1,1,1,1,3,1,0,2,1,0,0,1,1,0,0,1,1,88.3,273.75,1,0,4,1,264.9,17.66,1,0.6222870184215697,1,At Risk
1,0,1,1,50,1,0,2,0,0,0,0,0,0,0,1,2,69.75,3557.7,0,3,1,0,3487.5,34.875,0,0.1610286409001032,2,Fence Sitters
0,0,1,1,27,1,1,1,0,0,0,1,1,1,0,0,2,71.6,1957.1,0,2,4,0,1933.2,14.32,0,0.09593738392550681,0,Champions
1,1,0,0,8,1,0,2,0,0,1,0,1,1,0,1,0,92.1,729.95,1,0,4,1,736.8,18.42,1,0.8261420457476367,1,At Risk
1,0,1,0,62,1,1,0,0,0,0,0,0,0,2,0,2,23.65,1416.75,0,3,1,0,1466.3,11.825,0,0.011787978325579072,2,Fence Sitters
1,0,1,0,71,1,0,1,1,0,1,1,1,1,2,0,2,81.85,5924.4,0,3,6,0,5811.349999999999,11.69285714285714,0,0.008843184020380779,0,Champions
0,0,0,0,66,1,1,0,0,0,0,0,0,0,2,0,1,25.1,1697.7,0,3,1,0,1656.6,12.55,0,0.01741777899650011,2,Fence Sitters
0,0,1,1,68,1,1,2,1,1,1,1,1,1,2,1,2,114.7,7849.85,0,3,7,0,7799.6,14.3375,0,0.14025621950515027,0,Champions
1,0,0,0,13,0,0,1,0,0,1,0,1,1,0,0,0,49.15,649.4,0,1,3,0,638.9499999999999,12.2875,0,0.6626831259979556,1,At Risk
0,0,1,0,56,1,0,2,0,0,0,0,0,1,1,1,0,80.9,4557.5,0,3,2,0,4530.400000000001,26.96666666666667,0,0.2028644133042219,0,Champions
0,0,1,0,38,1,0,2,1,1,0,0,0,0,0,1,0,79.45,3013.05,1,2,3,0,3019.1,19.8625,0,0.4407002220609379,1,At Risk
0,1,0,0,14,1,0,2,0,0,0,0,1,1,0,0,3,90.45,1266.1,1,1,3,0,1266.3,22.6125,0,0.6322663954184906,1,At Risk
1,0,0,1,16,1,0,0,0,0,0,0,0,0,1,1,2,19.3,360.35,0,1,1,0,308.8,9.65,0,0.03625065255612375,2,Fence Sitters
1,0,1,1,14,1,0,2,0,0,0,0,0,0,0,0,0,70.2,1046.5,0,1,1,0,982.8,35.1,0,0.4570006525306632,1,At Risk
0,0,1,1,32,1,0,2,0,0,0,0,0,0,0,1,2,69.75,2347.9,1,2,1,0,2232.0,34.875,0,0.3749292526577031,1,At Risk
1,0,0,0,8,1,0,1,1,0,0,1,0,0,1,0,2,54.25,447.75,0,0,3,1,434.0,13.5625,0,0.10899479622406213,2,Fence Sitters
1,0,1,1,43,1,1,2,0,0,1,0,1,1,0,1,2,99.3,4209.95,0,2,4,0,4269.9,19.86,0,0.5806272925030275,0,Champions
1,0,0,0,52,1,1,1,1,0,1,1,1,0,1,0,3,74.0,3877.65,0,3,5,0,3848.0,12.333333333333334,0,0.04379218747552639,0,Champions
0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,1,1,50.25,152.3,0,0,2,1,150.75,16.75,1,0.5166918041123617,1,At Risk
0,0,0,0,29,1,0,0,0,0,0,0,0,0,1,1,1,19.8,572.2,0,2,1,0,574.2,9.9,0,0.03671829466737881,2,Fence Sitters
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.65,19.65,1,0,1,1,19.65,9.825,1,0.6258745431276408,1,At Risk
0,1,0,0,12,0,0,1,0,0,1,1,0,1,0,1,0,43.65,526.95,1,0,3,1,523.8,10.9125,1,0.4819711532428981,1,At Risk
1,0,1,1,16,0,0,1,0,0,0,0,0,1,0,1,3,35.5,552.7,0,1,1,0,568.0,17.75,0,0.2355478012698386,2,Fence Sitters
1,0,0,0,40,1,1,1,0,0,1,1,1,1,1,1,1,80.75,3208.65,0,2,5,0,3230.0,13.458333333333334,0,0.13194999552157088,0,Champions
1,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,39.5,210.75,1,0,2,1,197.5,13.166666666666666,1,0.8028624517980979,1,At Risk
0,0,1,0,40,1,1,2,0,0,0,0,1,1,0,1,2,97.1,3706.95,1,2,3,0,3884.0,24.275,0,0.8081183715860367,1,At Risk
1,0,0,0,36,1,0,0,0,0,0,0,0,0,1,0,1,19.55,620.75,0,2,1,0,703.8000000000001,9.775,0,0.03447102234642111,2,Fence Sitters
1,0,0,0,5,1,0,2,0,0,0,0,0,1,0,1,0,80.0,412.5,1,0,2,1,400.0,26.666666666666668,1,0.862820757141499,1,At Risk
1,0,0,0,10,1,0,2,1,0,0,0,1,0,0,1,1,84.7,832.05,1,0,3,1,847.0,21.175,1,0.5946293026628794,1,At Risk
0,0,1,1,2,1,0,2,0,0,0,0,1,1,0,1,2,89.55,185.55,1,0,3,1,179.1,22.3875,1,0.8073858861072848,1,At Risk
0,0,0,0,23,1,1,2,0,0,0,1,1,0,0,1,0,90.6,1943.2,1,1,3,0,2083.8,22.65,0,0.5593835864721621,1,At Risk
0,0,1,1,26,1,0,0,0,0,0,0,0,0,1,1,2,20.05,505.9,0,2,1,0,521.3000000000001,10.025,0,0.02602114043731678,2,Fence Sitters
1,1,1,0,72,1,1,2,1,1,1,0,1,1,2,1,0,112.4,8046.85,0,3,6,0,8092.8,16.057142857142857,0,0.01959330239217905,0,Champions
1,0,1,0,34,1,0,1,0,0,0,1,0,0,0,0,2,50.2,1815.3,0,2,2,0,1706.8000000000002,16.733333333333334,0,0.11514163863610279,2,Fence Sitters
0,0,0,0,10,1,0,1,1,0,0,1,1,0,0,0,2,62.25,612.95,0,0,4,1,622.5,12.45,1,0.19025402264096042,1,At Risk
1,0,0,0,14,1,0,1,1,0,0,1,0,0,1,0,1,55.7,795.15,0,1,3,0,779.8000000000001,13.925,0,0.11743511778163583,2,Fence Sitters
1,0,0,0,23,1,1,2,1,0,0,0,1,0,0,1,2,90.05,2169.8,1,1,3,0,2071.15,22.5125,0,0.37656082371743216,1,At Risk
0,0,1,0,47,1,0,0,0,0,0,0,0,0,2,0,1,19.65,973.1,0,2,1,0,923.55,9.825,0,0.015753546336485662,2,Fence Sitters
0,0,1,0,24,1,0,2,1,0,0,1,0,1,0,1,0,89.25,2210.2,0,1,4,0,2142.0,17.85,0,0.2320224406772513,0,Champions
0,0,1,0,49,1,1,2,0,1,0,0,1,1,0,1,2,99.05,4853.75,1,3,4,0,4853.45,19.81,0,0.6662614184398004,0,Champions
0,1,0,0,20,1,0,1,1,0,0,1,0,0,1,0,1,54.0,1055.9,0,1,3,0,1080.0,13.5,0,0.11577135617132488,2,Fence Sitters
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,69.75,144.55,1,0,1,1,139.5,34.875,1,0.7563246582637336,1,At Risk
